feature,importance
qSOFA,10.251922035217286
Mets_Binary,2.6669748306274412
Comorb,1.4032970905303954
UTI,1.1114010334014892
Age_Group,0.8723512768745423
Type,0.6601027131080628
Line_Rx,0.5785273790359498
Neutropenia,0.5541563868522644
Gender,0.5355099141597748
Focus_PneumResp,0.4819646656513214
