Threshold,Sensitivity,Specificity,PPV,NPV,Youden Index
0.3,0.9012345679012346,0.7647058823529411,0.8202247191011236,0.8666666666666667,0.6659404502541757
0.4,0.8888888888888888,0.8529411764705882,0.8780487804878049,0.8656716417910447,0.7418300653594772
0.5,0.8765432098765432,0.8823529411764706,0.8987341772151899,0.8571428571428571,0.7588961510530137
0.6,0.8641975308641975,0.9117647058823529,0.9210526315789473,0.8493150684931506,0.7759622367465504
0.7,0.8395061728395061,0.9264705882352942,0.9315068493150684,0.8289473684210527,0.7659767610748003
